,0,1,normalized
3721,taxesquire,July 2005,"[u'first', u'likely', u'people', u'think', u'think', u'coupe', u'sedan', u'secondary', u'thoughti', u'must', u'admit', u'delmar', u'assume', u'talk', u'sedan', u'usually', u'think', u'think', u'laydi', u'post', u'seem', u'clear', u'look', u'specifically', u'knowledgable', u'poster', u'book', u'past', u'post', u'earn', u'benefit', u'doubt', u'think', u'always', u'think', u'coupe', u'mind', u'imo', u'tl', u'clearly', u'better', u'overall', u'vehicle', u'sedan', u'someone', u'go', u'coupe', u'sedan', u'would', u'tougher', u'time', u'decide', u'tl', u'coupe']"
3722,taxesquire,July 2005,"[u'oh', u'well', u'empriically', u'deduce', u'nationally', u'release', u'sales', u'number', u'refute', u'schmacts', u'see', u'coupes', u'therefore', u'coupe', u'think', u'give', u'guy', u'break', u'time', u'pur', u'facts', u'figure', u'busy', u'post', u'thse', u'forums', u'assume', u'see', u'road', u'area', u'apply', u'nationally', u'base', u'things', u'extent', u'personal', u'experience', u'delmar', u'mainly', u'see', u'coupes', u'even', u'mainly', u'notice', u'coupes', u'understandable', u'assume', u'popular']"
3723,delmar1,July 2005,"[u'well', u'say', u'taxesquire', u'ok', u'do', u'price', u'concept', u'beat', u'death', u'price', u'tl', u'gs', u'coupe', u'gs', u'sedan', u'go', u'discuss', u'agree', u'imo', u'statement', u'make', u'post', u'tl', u'clearly', u'better', u'overall', u'vehicle', u'sedan', u'discussion', u'topic', u'comparison', u'tl', u'gs', u'sedan', u'wish', u'discuss']"
3724,kdshapiro,July 2005,"[u'tl', u'clearly', u'better', u'overall', u'vehicle', u'sedan', u'depend', u'look', u'sedan', u'mop', u'floor', u'performance', u'tl', u'take', u'car', u'racetrack', u'see', u'difference', u'see', u'difference', u'streets', u'con', u'skidpad', u'people', u'talk', u'performance', u'say', u'racetrack', u'matter', u'beyond', u'chrysler', u'want', u'feature', u'go', u'tl', u'fine', u'choice']"
3725,taxesquire,July 2005,"[u'read', u'review', u'saw', u'mention', u'manual', u'tranny', u'anyone', u'definitive', u'facts', u'understand', u'seem', u'gs', u'luxury', u'sedan', u'make', u'look', u'outside', u'like', u'would', u'certainly', u'make', u'sense', u'since', u'really', u'lexus', u'sedan', u'anyone', u'gs', u'nav', u'also', u'interest', u'know', u'still', u'restrict', u'people', u'enterring', u'info', u'motion']"
3726,delmar1,July 2005,"[u'sedan', u'mop', u'floor', u'performance', u'racetrack', u'motor', u'trend', u'acura', u'second', u'vs', u'coupe', u'yeah', u'beat', u'acura', u'marginally', u'racetrack', u'differential', u'say', u'see', u'difference', u'street', u'buy', u'tl', u'racetrack', u'would', u'waste', u'include', u'amenities', u'talk', u'racetrack', u'performance', u'heck', u'talk', u'wrong', u'set', u'car']"
3727,kdshapiro,July 2005,"[u'coupe', u'see', u'figure', u'low', u'second', u'say', u'tl', u'great', u'try', u'swing', u'around', u'racetrack', u'difference', u'felt', u'one', u'hand', u'ca', u'talk', u'performance', u'hand', u'ca', u'say', u'happen', u'racetrack', u'count', u'street', u'say', u'tl', u'handle', u'good', u'enough', u'drivers', u'push', u'series', u'place', u'tl', u'fall', u'apart']"
3728,delmar1,July 2005,"[u'low', u'kid', u'like', u'see', u'source', u'low', u'measurement', u'mention', u'motor', u'trend', u'indicate', u'clock', u'last', u'comment', u'topic', u'mention', u'want', u'something', u'racetrack', u'would', u'select', u'car', u'tl']"
3729,esfoad,July 2005,"[u'nice', u'see', u'healthy', u'bicker', u'mine', u'better', u'say', u'let', u'move', u'choice', u'extensive', u'back', u'back', u'test', u'big', u'decision', u'wheel', u'drive', u'since', u'live', u'hill', u'nj', u'laugh', u'exist', u'ice', u'snow', u'real', u'otherwise', u'difficult', u'decision', u'every', u'time', u'see', u'tl', u'often', u'northern', u'nj', u'question', u'make', u'right', u'choice', u'love', u'car', u'time', u'tell', u'expecially', u'next', u'winter', u'determine', u'awd', u'worth', u'btw', u'miles', u'count', u'hear', u'alot', u'difference', u'sound', u'systems', u'car', u'bose', u'year', u'old', u'ears', u'sound', u'fantastic', u'tl', u'also', u'great', u'sure', u'better', u'bluetooth', u'need', u'yet', u'since', u'bluetooth', u'devices', u'aftermarket', u'garmin', u'nav', u'system', u'decision', u'maker', u'either', u'say', u'really', u'personal', u'choice', u'hope', u'satisfy', u'purchase', u'since', u'many', u'us', u'long', u'term', u'purchase', u'better', u'right', u'choice', u'live']"
3730,jamesspot,July 2005,"[u'drive', u'car', u'concur', u'assessments', u'price', u'base', u'sedan', u'close', u'enough', u'tl', u'one', u'buy', u'wife', u'muscle', u'car', u'younger', u'brother', u'would', u'want', u'chrysler', u'mid', u'male', u'imola', u'red', u'sport', u'sedan', u'cake', u'eat', u'luxury', u'cake', u'cost', u'little', u'chrysler', u'worth']"
3731,delmar1,July 2005,"[u'g', u'base', u'sedan', u'amentities', u'comparable', u'need', u'upgrade', u'premium', u'package', u'sport', u'suspension', u'read', u'pleasure', u'latest', u'road', u'track', u'use', u'tl', u'compable', u'bmw', u'price', u'check', u'news', u'stand', u'local', u'barnes', u'noble']"
3732,delmar1,July 2005,"[u'agreeable', u'gs', u'tilt', u'towards', u'luxury', u'end', u'would', u'say', u'comparable', u'acura', u'rl', u'course', u'need', u'consider', u'gs', u'gs', u'get', u'sport', u'elements']"
3733,kdshapiro,July 2005,"[u'problem', u'price', u'bmw', u'way', u'would', u'optioned', u'chrysler', u'assume', u'people', u'want', u'gadgets', u'reason', u'wo', u'buy', u'tl', u'fwd', u'many', u'gadgets', u'options', u'well', u'optioned', u'everything', u'need', u'nothing', u'might', u'want', u'check', u'link', u'http']"
3734,delmar1,July 2005,"[u'price', u'road', u'track', u'magazine', u'price', u'wait', u'promise', u'earlier', u'post', u'talk', u'price', u'better', u'shut', u'chrysler', u'btw', u'tl', u'options', u'inclusive']"
3735,kdshapiro,July 2005,"[u'price', u'blame', u'tl', u'options', u'many', u'gadgets', u'like', u'drive', u'car', u'fiddle']"
3736,jamesspot,July 2005,"[u'performance', u'package', u'natural', u'brown', u'leather', u'xenons', u'cold', u'weather', u'package', u'fold', u'rear', u'seat', u'heat', u'front', u'seat', u'headlight', u'washers', u'car', u'honda', u'less', u'either', u'tl', u'chrysler', u'worth', u'still', u'smaller', u'engined', u'outsell', u'price', u'make', u'difference', u'even', u'average', u'bmw', u'really', u'like', u'tl', u'nice', u'car', u'fast', u'comfortable', u'beautiful', u'interior', u'high', u'tech', u'do', u'also', u'like', u'particularly', u'manual', u'transmission', u'like', u'power', u'good', u'brake', u'automatic', u'transmission', u'weakest', u'link', u'think', u'another', u'class', u'together', u'compete', u'series', u'bmw', u'acura', u'rl', u'lexus', u'equivalent', u'update', u'still', u'wait', u'check', u'two', u'old', u'handle', u'fine', u'bite', u'gaudy', u'still', u'think', u'tl', u'one', u'lady', u'nicely', u'bridge', u'gap', u'soft', u'luxurious', u'little', u'sport', u'drive', u'whole', u'hog']"
3737,nyrefugee,July 2005,"[u'g', u'base', u'sedan', u'amentities', u'comparable', u'need', u'upgrade', u'premium', u'package', u'sport', u'suspension', u'package', u'ok', u'really', u'like', u'flame', u'war', u'since', u'people', u'may', u'actually', u'use', u'forums', u'make', u'car', u'buy', u'decision', u'feel', u'like', u'disagree', u'statement', u'g', u'base', u'actually', u'lot', u'feature', u'power', u'leather', u'heat', u'seat', u'six', u'cd', u'dash', u'changer', u'adjutsable', u'wheel', u'telescope', u'adjustable', u'rear', u'seat', u'power', u'window', u'mirror', u'side', u'curtain', u'airbags', u'xenon', u'light', u'etc', u'much', u'feature', u'honda', u'course', u'enough', u'really', u'miss', u'anything', u'cheaper', u'base', u'acord', u'insist', u'premium', u'package', u'necessary', u'comparison', u'k', u'expensive', u'need', u'performance', u'package', u'compare', u'base', u'honda', u'multilink', u'suspension', u'advance', u'acura', u'double', u'wishbone', u'one', u'also', u'use', u'aluminum', u'suspension', u'elements', u'sure', u'acura', u'dont', u'mention', u'probably', u'mean', u'use', u'steel', u'event', u'handle', u'better', u'even', u'consider', u'acura', u'fwd', u'problems', u'fwd', u'already', u'beat', u'death', u'forums', u'conclusion', u'standard', u'suspension', u'handle', u'better', u'standard', u'tl', u'suspension', u'top', u'everything', u'else', u'get', u'manual', u'tranny', u'get', u'performance', u'package', u'standard', u'well', u'add', u'inch', u'wheel', u'tl', u'order', u'make', u'comparable', u'premium', u'package', u'price', u'comparable', u'tl', u'inch', u'wheel', u'give', u'exact', u'number', u'inch', u'wheel', u'tl', u'require', u'unspecified', u'dealership', u'installation', u'charge', u'summary', u'auto', u'vs', u'tl', u'auto', u'tl', u'k', u'manual', u'vs', u'tl', u'manual', u'pricein', u'package', u'tl', u'feature', u'better', u'interior', u'powerful', u'engine', u'better', u'handle', u'go']"
3738,delmar1,July 2005,"[u'get', u'discussion', u'since', u'people', u'may', u'make', u'educate', u'buy', u'decisions', u'let', u'chrysler', u'list', u'things', u'include', u'package', u'many', u'feature', u'already', u'include', u'tl', u'price', u'require', u'additional', u'cost', u'upgrade', u'base', u'sunroof', u'premium', u'audio', u'system', u'seat', u'memory', u'assist', u'steer', u'wheel', u'memory', u'electrochromic', u'inside', u'mirror', u'homelink', u'universal', u'transceiver', u'forget', u'include', u'xm', u'satellite', u'do', u'discussion', u'car', u'fine', u'test', u'drive', u'make', u'educate', u'decision']"
3739,cdnpinhead,July 2005,"[u'still', u'think', u'tl', u'one', u'lady', u'well', u'put', u'one', u'might', u'add', u'drive', u'like', u'ladies']"
3740,witman,July 2005,"[u'car', u'look', u'honest', u'front', u'look', u'look', u'like', u'sport', u'car', u'aggresive', u'sporty', u'look', u'seem', u'odd', u'female', u'like', u'something', u'aggesive', u'sporty', u'say', u'women', u'like', u'road', u'see', u'mostly', u'women', u'drive', u'like', u'rich', u'want', u'outstanding', u'beemers', u'mercedes', u'minis', u'volkswagen', u'beatles', u'opinion']"
3741,brightness04,July 2005,"[u'car', u'honda', u'less', u'either', u'tl', u'damn', u'well', u'size', u'honda', u'even', u'size', u'class', u'honda', u'tl', u'size', u'league', u'series']"
3742,frisconick,July 2005,"[u'let', u'honet', u'tl', u'best', u'value']"
3743,blueguydotcom,July 2005,"[u'motor', u'trend', u'acura', u'second', u'vs', u'coupe', u'yeah', u'beat', u'acura', u'marginally', u'racetrack', u'differential', u'say', u'see', u'difference', u'street', u'buy', u'tl', u'racetrack', u'would', u'waste', u'include', u'track', u'car', u'little', u'tell', u'us', u'tl', u'go', u'come', u'corner', u'wot', u'corner', u'tl', u'end', u'ditch']"
3744,blueguydotcom,July 2005,"[u'yes', u'tl', u'like', u'acuras', u'save', u'honda', u'feminine', u'look', u'nothing', u'wrong', u'look', u'seem', u'decidely', u'aim', u'attract', u'female', u'drivers', u'like', u'bmw']"
3745,kdshapiro,July 2005,"[u'say', u'crown', u'victoria', u'must', u'best', u'car', u'money', u'since', u'biggest', u'money']"
3746,lalacalif,July 2005,"[u'seem', u'odd', u'female', u'like', u'something', u'aggresive', u'sic', u'sporty', u'say', u'women', u'like', u'post', u'sexist', u'female', u'educate', u'professional', u'early', u'happen', u'drive', u'tl', u'drive', u'grocery', u'haulers', u'toyota', u'mercedes', u'slk', u'select', u'tl', u'many', u'reason', u'odd', u'masculine', u'scare', u'men', u'whether', u'drive', u'like', u'another', u'suggest', u'tl', u'drivers', u'narrow', u'mind', u'must', u'drive', u'alone', u'point', u'reference', u'original', u'poster', u'tl', u'purchase', u'tl', u'best', u'value', u'well', u'balance', u'sport', u'luxury', u'supple', u'luxury', u'would', u'expect', u'lexus', u'drive', u'lead', u'ford', u'technology', u'bluetooth', u'amenities', u'impress', u'pleasurable', u'car', u'entertain', u'performance', u'fun', u'excite', u'forget', u'discussions', u'time', u'think', u'aluminum', u'suspension', u'make', u'superior', u'car', u'doubt', u'many', u'slam', u'even', u'test', u'drive', u'tl', u'attribute', u'purchase', u'car', u'value', u'females', u'doubt', u'males', u'measure', u'car', u'time', u'attribute', u'lot', u'recent', u'post', u'thoughts', u'people', u'camp', u'sport', u'purists', u'slant', u'towards', u'tl', u'contingency', u'slant', u'towards', u'right', u'nobody', u'wish', u'beat', u'acura', u'tl', u'vs', u'board', u'sample', u'include', u'oy', u'vey', u'jul', u'pm', u'bookmark', u'reply', u'msg', u'reply', u'jul', u'pm', u'actually', u'imo', u'sedan', u'one', u'league', u'even', u'play', u'different', u'league', u'g', u'bmw', u'come', u'performance', u'drive', u'feel', u'match', u'tl', u'come', u'feature', u'amenities', u'quality', u'inferior', u'term', u'style', u'would', u'extremely', u'bore', u'drive', u'car', u'model', u'would']"
3747,odessit,July 2005,"[u'like', u'milk', u'actually', u'like', u'dairy', u'products', u'matter', u'like', u'friend', u'contrary', u'like', u'milk', u'dairy', u'products', u'lot', u'know', u'never', u'argue', u'never', u'say', u'milk', u'good', u'never', u'say', u'milk', u'good', u'find', u'wise', u'argue', u'taste', u'simply', u'give', u'many', u'topics', u'healthy', u'discus', u'someone', u'taste', u'special', u'note', u'lalacalif', u'pat', u'please', u'delete', u'post', u'think', u'break', u'rule', u'lalacalif', u'think', u'post', u'feminist', u'mike']"
3748,xrunner2,July 2005,"[u'conclusion', u'standard', u'suspension', u'handle', u'better', u'standard', u'tl', u'suspension', u'hold', u'track', u'long', u'establish', u'reputable', u'magazine', u'standardize', u'test', u'autos', u'check', u'road', u'test', u'summary', u'back', u'recent', u'skidpad', u'slalom', u'test', u'acura', u'tl', u'mphlooks', u'pretty', u'close', u'chrysler', u'within', u'margin', u'error', u'would', u'say', u'car', u'equal', u'handle', u'per', u'actual', u'test']"
3749,kyfdx,July 2005,"[u'offend', u'refer', u'beloved', u'toyota', u'grocery', u'hauler', u'imply', u'somehow', u'housewife', u'big', u'burly', u'man', u'great', u'even', u'women', u'offend', u'rid', u'describe', u'chick', u'car']"
3750,brightness04,July 2005,"[u'say', u'crown', u'victoria', u'must', u'best', u'car', u'money', u'since', u'biggest', u'money', u'please', u'put', u'word', u'mouth', u'crown', u'vic', u'sport', u'sedan', u'luxury', u'sedan', u'quite', u'nowhere', u'nearly', u'good', u'handle', u'yet', u'much', u'expensive', u'bmw', u'set', u'price', u'two', u'chrysler', u'apparently', u'size', u'big', u'factor', u'price', u'tl', u'much', u'closer', u'vehicle', u'utility']"
3751,kdshapiro,July 2005,"[u'acura', u'tl', u'mph', u'mph', u'skidpad', u'mean', u'nothing', u'tire', u'could', u'get', u'big', u'fat', u'tire', u'would', u'get', u'better', u'skidpad', u'number', u'either', u'two']"
3752,kdshapiro,July 2005,"[u'vehicle', u'utility', u'definition', u'vehicle', u'utility', u'different', u'definition', u'could', u'go', u'country', u'buffet', u'get', u'eat', u'meal', u'walk', u'stuff', u'could', u'go', u'local', u'star', u'star', u'restaurant', u'pay', u'time', u'much', u'walk', u'slightly', u'hungry', u'sure', u'quantity', u'country', u'buffet', u'quality', u'local', u'star', u'chrysler', u'vehicle', u'utility', u'need', u'plus', u'benchmark', u'get', u'great', u'mileage', u'boot', u'notice', u'one', u'manufacturer', u'topic', u'set', u'price', u'size', u'way', u'board']"
3753,blueguydotcom,July 2005,"[u'acura', u'tl', u'mphlooks', u'pretty', u'close', u'chrysler', u'within', u'margin', u'error', u'would', u'say', u'car', u'equal', u'handle', u'per', u'actual', u'mean', u'zip', u'term', u'real', u'world', u'performance', u'figure', u'go', u'around', u'cone', u'slalom', u'mean', u'car', u'hard', u'core', u'performer', u'track', u'wot', u'corner', u'tl', u'ditch', u'ca', u'refute']"
3754,danny1878,July 2005,"[u'could', u'get', u'big', u'fat', u'tire', u'would', u'get', u'better', u'skidpad', u'number', u'either', u'two', u'test', u'yet', u'nope', u'one', u'feel', u'probably', u'roll', u'get', u'fact', u'tl', u'go', u'hard', u'corner', u'always', u'end', u'ditch', u'least', u'statistic', u'number', u'feel', u'eventhou', u'car', u'lower', u'number', u'feel', u'car', u'faster', u'eventhou', u'car', u'lower', u'skid', u'pad', u'number', u'feel', u'car', u'better', u'handle', u'eventhou', u'car', u'doesnt', u'tl', u'feel', u'car', u'feature', u'eventhou', u'tl', u'muscular', u'look', u'car', u'two', u'feel', u'must', u'really', u'hard', u'tls', u'owner', u'owners', u'gun', u'tl', u'fortunately', u'tl', u'number', u'facts', u'two', u'much', u'feel', u'long', u'time', u'ago', u'people', u'use', u'think', u'feel', u'world', u'flat', u'one', u'patient', u'mental', u'hospital', u'one', u'must', u'feel', u'perfectly', u'sane', u'right']"
